RefId,IsBadBuy
74204,0.11494845
74205,0.084222342
74206,0.11494845
74207,0.114513001
74208,0.11494845
74209,0.084222342
74210,0.084222342
74211,0.084222342
74212,0.083997595
74213,0.11494845
74214,0.5
74215,0.11494845
74216,0.084222342
74217,0.117826553
74218,0.084222342
74219,0.11494845
74220,0.109870212
74221,0.084222342
74222,0.084222342
74223,0.085008136
74224,0.113888822
74225,0.084222342
74226,0.088341393
74227,0.5
74228,0.114487431
74229,0.084222342
74230,0.113477172
74231,0.084222342
74232,0.11494845
74233,0.5
74234,0.11494845
74235,0.083364926
74236,0.084222342
74237,0.082080759
74238,0.08406899
74239,0.084222342
74240,0.084222342
74241,0.116224249
74242,0.113944641
74243,0.115041437
74244,0.060297884
74245,0.076568735
74246,0.716871862
74247,0.076929526
74248,0.085693725
74249,0.067354004
74250,0.02348975
74251,0.088521549
74252,0.015330904
74253,0.087833799
74254,0.08618304
74255,0.120928144
74256,0.119762976
74257,0.07792027
74258,0.115708217
74259,0.085902128
74260,0.027810404
74261,0.086135719
74262,0.069100499
74263,0.728006106
74264,0.059567277
74265,0.5
74266,0.088955889
74267,0.115224254
74268,0.714556752
74269,0.070636358
74270,0.065264609
74271,0.026124807
74272,0.059738588
74273,0.073699349
74274,0.07952046
74275,0.112308868
74276,0.085237129
74277,0.113729103
74278,0.115154237
74279,0.097599906
74280,0.711855183
74281,0.090378069
74282,0.066928628
74283,0.0356333
74284,0.081680776
74285,0.061818582
74286,0.058158259
74287,0.113671529
74288,0.116221883
74289,0.064635243
74290,0.617563336
74291,0.107758046
74292,0.105510146
74293,0.111073976
74294,0.703658417
74295,0.109900826
74296,0.113096156
74297,0.714365716
74298,0.113975457
74299,0.714660792
74300,0.112637624
74301,0.693729612
74302,0.105670184
74303,0.113488313
74304,0.107443598
74305,0.113123639
74306,0.103941456
74307,0.125561542
74308,0.111855379
74309,0.104427608
74310,0.1179877
74311,0.110644293
74312,0.110095926
74313,0.103163157
74314,0.110214501
74315,0.111826812
74316,0.086492579
74317,0.084890356
74318,0.108647422
74319,0.110579903
74320,0.062678875
74321,0.114233078
74322,0.10524396
74323,0.135024507
74324,0.10992324
74325,0.079792055
74326,0.095540891
74327,0.083546012
74328,0.11366629
74329,0.714556752
74330,0.110994275
74331,0.117387373
74332,0.084935319
74333,0.103928917
74334,0.094141809
74335,0.104216082
74336,0.085400166
74337,0.077570934
74338,0.104056256
74339,0.077088824
74340,0.112907452
74341,0.109259882
74342,0.111383728
74343,0.115261963
74344,0.104625387
74345,0.109816553
74346,0.117718599
74347,0.1167216
74348,0.08324093
74349,0.100399602
74350,0.110632697
74351,0.114988726
74352,0.114043371
74353,0.114057518
74354,0.105250692
74355,0.110681909
74356,0.111731354
74357,0.119769956
74358,0.115505825
74359,0.116466914
74360,0.096930714
74361,0.714556752
74362,0.700667365
74363,0.717278749
74364,0.698241474
74365,0.100492061
74366,0.073997589
74367,0.090372968
74368,0.702993555
74369,0.719646135
74370,0.088057104
74371,0.115707179
74372,0.0956294
74373,0.711413219
74374,0.11050806
74375,0.093867306
74376,0.118082378
74377,0.082746976
74378,0.076722869
74379,0.722652996
74380,0.123068076
74381,0.115829056
74382,0.082649238
74383,0.11170205
74384,0.120454283
74385,0.082639494
74386,0.084746079
74387,0.714556752
74388,0.084639257
74389,0.714556752
74390,0.116939596
74391,0.077510833
74392,0.086876851
74393,0.075391551
74394,0.081438919
74395,0.714556752
74396,0.112006681
74397,0.111372329
74398,0.117553242
74399,0.07949799
74400,0.11650624
74401,0.097731145
74402,0.084712035
74403,0.714556752
74404,0.076615681
74405,0.114251036
74406,0.111894803
74407,0.115139597
74408,0.111103649
74409,0.127937565
74410,0.111153801
74411,0.108475686
74412,0.077576358
74413,0.118892563
74414,0.109574442
74415,0.107429947
74416,0.121544959
74417,0.112026676
74418,0.714556752
74419,0.122718385
74420,0.109202944
74421,0.121183913
74422,0.111737188
74423,0.110119649
74424,0.112692676
74425,0.114890424
74426,0.114159879
74427,0.115974682
74428,0.131770776
74429,0.112232037
74430,0.115619955
74431,0.165563057
74432,0.128161776
74433,0.116283412
74434,0.140713188
74435,0.112372773
74436,0.106815108
74437,0.118392805
74438,0.714556752
74439,0.714556752
74440,0.114140023
74441,0.098916139
74442,0.082708015
74443,0.094641545
74444,0.112923216
74445,0.114952112
74446,0.102703706
74447,0.12221184
74448,0.085739851
74449,0.714556752
74450,0.082455938
74451,0.077766116
74452,0.112727824
74453,0.08391108
74454,0.714556752
74455,0.113731748
74456,0.699772913
74457,0.087912802
74458,0.117260649
74459,0.117440996
74460,0.123501524
74461,0.07778097
74462,0.109764493
74463,0.117863817
74464,0.095524955
74465,0.116957788
74466,0.100476533
74467,0.076311898
74468,0.100497349
74469,0.084590716
74470,0.11831072
74471,0.714556752
74472,0.722823004
74473,0.095121915
74474,0.115322288
74475,0.101331838
74476,0.125085365
74477,0.694555305
74478,0.709579183
74479,0.728970633
74480,0.687523055
74481,0.088697413
74482,0.728120719
74483,0.68305943
74484,0.722707374
74485,0.717029745
74486,0.742108453
74487,0.709080226
74488,0.71915365
74489,0.112501986
74490,0.112969227
74491,0.116189809
74492,0.087223692
74493,0.089139303
74494,0.714556752
74495,0.086691375
74496,0.121930988
74497,0.081208256
74498,0.111463964
74499,0.118488145
74500,0.714556752
74501,0.082606034
74502,0.114673726
74503,0.707851549
74504,0.113597903
74505,0.135083389
74506,0.104777465
74507,0.087557208
74508,0.092915133
74509,0.714556752
74510,0.10729129
74511,0.082630119
74512,0.105897488
74513,0.08461988
74514,0.095040179
74515,0.076377447
74516,0.079475539
74517,0.117245268
74518,0.120331617
74519,0.714556752
74520,0.12067572
74521,0.082602075
74522,0.114625397
74523,0.081259018
74524,0.099876004
74525,0.119145772
74526,0.123211974
74527,0.087873485
74528,0.106514055
74529,0.111525676
74530,0.081914917
74531,0.121403275
74532,0.096959077
74533,0.122526875
74534,0.123110606
74535,0.083444549
74536,0.111456666
74537,0.714556752
74538,0.116564873
74539,0.082626215
74540,0.113677335
74541,0.083402677
74542,0.117699067
74543,0.081870894
74544,0.121065675
74545,0.104704217
74546,0.114995608
74547,0.12046149
74548,0.085349223
74549,0.102078188
74550,0.076203312
74551,0.081220414
74552,0.110506908
74553,0.073900278
74554,0.126144771
74555,0.088994728
74556,0.085516683
74557,0.107101497
74558,0.0764904
74559,0.119320929
74560,0.077319428
74561,0.107615346
74562,0.128174507
74563,0.075890882
74564,0.114941023
74565,0.082311605
74566,0.714456932
74567,0.124382478
74568,0.709438932
74569,0.097424355
74570,0.087792384
74571,0.113626182
74572,0.133056121
74573,0.095022515
74574,0.094406256
74575,0.087427742
74576,0.115037097
74577,0.09766676
74578,0.12636688
74579,0.09063464
74580,0.094159009
74581,0.089702243
74582,0.117062689
74583,0.07426566
74584,0.128473888
74585,0.097203827
74586,0.114244391
74587,0.086301833
74588,0.104831812
74589,0.113499426
74590,0.710133126
74591,0.107146248
74592,0.115922076
74593,0.696381466
74594,0.694834089
74595,0.110234475
74596,0.702388411
74597,0.099130102
74598,0.102540198
74599,0.109171936
74600,0.715271737
74601,0.082982405
74602,0.722027839
74603,0.713421426
74604,0.71533128
74605,0.107746722
74606,0.723026199
74607,0.714425927
74608,0.076725664
74609,0.726842376
74610,0.71690098
74611,0.713142384
74612,0.694069363
74613,0.723925568
74614,0.102280043
74615,0.71469949
74616,0.086718027
74617,0.114819031
74618,0.241193393
74619,0.712089104
74620,0.074621704
74621,0.163298608
74622,0.112018778
74623,0.11860504
74624,0.10370419
74625,0.104802392
74626,0.094641705
74627,0.119336789
74628,0.11123386
74629,0.116424077
74630,0.110844501
74631,0.082385653
74632,0.088055705
74633,0.125027734
74634,0.083746113
74635,0.081839035
74636,0.113232171
74637,0.105613862
74638,0.085682149
74639,0.116083788
74640,0.0832984
74641,0.099638916
74642,0.107495858
74643,0.088986668
74644,0.112577774
74645,0.080156608
74646,0.149527399
74647,0.085865892
74648,0.12058963
74649,0.113534203
74650,0.109863354
74651,0.082343085
74652,0.108814522
74653,0.093166891
74654,0.119707966
74655,0.128078444
74656,0.109403752
74657,0.083264942
74658,0.086061956
74659,0.714556752
74660,0.125428688
74661,0.079603477
74662,0.089843325
74663,0.12083843
74664,0.122639836
74665,0.111250285
74666,0.083685128
74667,0.714556752
74668,0.123030516
74669,0.087596689
74670,0.094995419
74671,0.104592768
74672,0.080687868
74673,0.083268792
74674,0.116183689
74675,0.097339447
74676,0.08246183
74677,0.082805744
74678,0.121216177
74679,0.116611378
74680,0.113934098
74681,0.08533901
74682,0.119459333
74683,0.081699614
74684,0.081911119
74685,0.106975781
74686,0.099654881
74687,0.112420492
74688,0.136042143
74689,0.119266576
74690,0.090631505
74691,0.08104836
74692,0.114476533
74693,0.083877197
74694,0.083445985
74695,0.114765017
74696,0.099556762
74697,0.113389008
74698,0.104742593
74699,0.087227584
74700,0.088719033
74701,0.115105203
74702,0.079656187
74703,0.065643591
