RefId,Weight(50/50)
73236,0.38922166
73237,0.309099052
73238,0.12257165
73239,0.268711135
73240,0.204057053
73241,0.145621168
73242,0.339315629
73243,0.809445716
73244,0.080470365
73245,0.206446028
73246,0.845784945
73247,0.320183858
73248,0.183113475
73249,0.12462608
73250,0.266200636
73251,0.031932405
73252,0.175361267
73253,0.033865422
73254,0.385940163
73255,0.217461852
73256,0.224349783
73257,0.303125013
73258,0.374743579
73259,0.304885294
73260,0.318354614
73261,0.812448127
73262,0.378490185
73263,0.342853014
73264,0.31306157
73265,0.302780998
73266,0.194846676
73267,0.085110042
73268,0.228596896
73269,0.249574055
73270,0.283452728
73271,0.084204048
73272,0.896963226
73273,0.370920476
73274,0.420694568
73275,0.812461673
73276,0.075946889
73277,0.028442334
73278,0.042975753
73279,0.075843825
73280,0.31236109
73281,0.03228586
73282,0.358224537
73283,0.094063457
73284,0.473709891
73285,0.297355632
73286,0.811253173
73287,0.352835475
73288,0.101563256
73289,0.112208567
73290,0.224802297
73291,0.47426376
73292,0.261017662
73293,0.257325183
73294,0.233562344
73295,0.84512321
73296,0.217888401
73297,0.421358307
73298,0.310405973
73299,0.315696143
73300,0.136411704
73301,0.334950347
73302,0.076884214
73303,0.382786895
73304,0.297351335
73305,0.812101592
73306,0.845783304
73307,0.231244827
73308,0.348485478
73309,0.348313987
73310,0.520082411
73311,0.412979511
73312,0.4822378
73313,0.404224945
73314,0.382114588
73315,0.262374551
73316,0.898752972
73317,0.298210561
73318,0.364118451
73319,0.076697595
73320,0.077410198
73321,0.152660396
73322,0.216124932
73323,0.296253459
73324,0.763191076
73325,0.767497091
73326,0.777288983
73327,0.331643892
73328,0.028077015
73329,0.110397578
73330,0.038869406
73331,0.035118042
73332,0.056741298
73333,0.346615128
73334,0.428490707
73335,0.08968149
73336,0.360171447
73337,0.042399202
73338,0.042612768
73339,0.845371189
73340,0.775503105
73341,0.402258642
73342,0.414552396
73343,0.276207528
73344,0.039502743
73345,0.306107664
73346,0.192109756
73347,0.069862924
73348,0.353377284
73349,0.917645119
73350,0.035311283
73351,0.123576668
73352,0.035756332
73353,0.763191076
73354,0.082872506
73355,0.301147048
73356,0.047434528
73357,0.357806244
73358,0.137111694
73359,0.035020871
73360,0.237707587
73361,0.069222169
73362,0.022693891
73363,0.072770284
73364,0.02955193
73365,0.188908942
73366,0.035023784
73367,0.100582007
73368,0.173226683
73369,0.020393315
73370,0.03201516
73371,0.026802426
73372,0.020836182
73373,0.029057621
73374,0.777015922
73375,0.304482566
73376,0.42410438
73377,0.27631713
73378,0.213578889
73379,0.116952849
73380,0.034304477
73381,0.432494368
73382,0.076571786
73383,0.12037031
73384,0.252766404
73385,0.153676664
73386,0.030783722
73387,0.021324708
73388,0.112333077
73389,0.0696127
73390,0.043585447
73391,0.03298809
73392,0.398842001
73393,0.034977305
73394,0.323880367
73395,0.030509808
73396,0.362036703
73397,0.028668113
73398,0.020908742
73399,0.1692866
73400,0.443126215
73401,0.030682018
73402,0.230333331
73403,0.253598263
73404,0.36443724
73405,0.218105449
73406,0.019953218
73407,0.811779451
73408,0.019797575
73409,0.067537413
73410,0.034728175
73411,0.024272192
73412,0.171836703
73413,0.115760435
73414,0.812330113
73415,0.026215977
73416,0.020578089
73417,0.874495091
73418,0.81190507
73419,0.918984438
73420,0.021713289
73421,0.216343515
73422,0.812186163
73423,0.215676738
73424,0.874719454
73425,0.28388003
73426,0.061895648
73427,0.019326451
73428,0.018834137
73429,0.039279322
73430,0.042495533
73431,0.066432305
73432,0.019586735
73433,0.136594383
73434,0.039647156
73435,0.087666173
73436,0.055038891
73437,0.083194407
73438,0.019005715
73439,0.057035095
73440,0.762519847
73441,0.298578614
73442,0.040622434
73443,0.02983514
73444,0.130506902
73445,0.25067166
73446,0.053948989
73447,0.19010637
73448,0.057874605
73449,0.308112734
73450,0.357757643
73451,0.267937784
73452,0.151124954
73453,0.171555813
73454,0.307109459
73455,0.221994179
73456,0.513743429
73457,0.31624123
73458,0.76073952
73459,0.294899704
73460,0.532385358
73461,0.845741191
73462,0.469221096
73463,0.295761721
73464,0.538681589
73465,0.268162785
73466,0.329365
73467,0.896619058
73468,0.362090667
73469,0.222465709
73470,0.231360018
73471,0.41586796
73472,0.348419709
73473,0.471046785
73474,0.060146591
73475,0.042260857
73476,0.291536948
73477,0.844729754
73478,0.415306062
73479,0.178634471
73480,0.873870886
73481,0.381727013
73482,0.340061562
73483,0.418230772
73484,0.039134187
73485,0.248317013
73486,0.845736692
73487,0.027236852
73488,0.178396584
73489,0.093865988
73490,0.035651525
73491,0.845736692
73492,0.215773874
73493,0.874780536
73494,0.394480426
73495,0.178843231
73496,0.2682777
73497,0.221676872
73498,0.84591367
73499,0.286412677
73500,0.244822533
73501,0.325933392
73502,0.212940294
73503,0.319498453
73504,0.342993846
73505,0.050923458
73506,0.315949828
73507,0.804380165
73508,0.202129957
73509,0.473641233
73510,0.341392227
73511,0.103432551
73512,0.243009632
73513,0.037705524
73514,0.116123541
73515,0.049847993
73516,0.027658525
73517,0.290481084
73518,0.389942769
73519,0.29247083
73520,0.796058768
73521,0.297739379
73522,0.343510409
73523,0.216124123
73524,0.897388929
73525,0.109188059
73526,0.240484496
73527,0.230591504
73528,0.192416259
73529,0.203121968
73530,0.270297314
73531,0.361505963
73532,0.271858082
73533,0.192835917
73534,0.09354054
73535,0.241045688
73536,0.220544171
73537,0.845692903
73538,0.037096277
73539,0.42149757
73540,0.515456401
73541,0.032611687
73542,0.201460087
73543,0.107893249
73544,0.089397424
73545,0.24565964
73546,0.123241398
73547,0.156726602
73548,0.399220086
73549,0.844031285
73550,0.752261747
73551,0.427930791
73552,0.474210311
73553,0.235968789
73554,0.355755495
73555,0.076137253
73556,0.313545934
73557,0.24512075
73558,0.253889019
73559,0.041669307
73560,0.919282437
73561,0.227249796
73562,0.208751679
73563,0.230915859
73564,0.454685039
73565,0.187636459
73566,0.845692729
73567,0.767829854
73568,0.417039497
73569,0.245982341
73570,0.406505063
73571,0.300913335
73572,0.141983622
73573,0.356594307
73574,0.309599297
73575,0.147065596
73576,0.365513104
73577,0.286745144
73578,0.107164281
73579,0.41894135
73580,0.267125973
73581,0.87192129
73582,0.117650468
73583,0.524406955
73584,0.293937111
73585,0.145567342
73586,0.231876279
73587,0.874118008
73588,0.270451146
73589,0.448381583
73590,0.216336571
73591,0.047111692
73592,0.167971252
73593,0.205679507
73594,0.222332094
73595,0.258125635
73596,0.898355903
73597,0.374156315
73598,0.032373717
73599,0.052042294
73600,0.307689727
73601,0.211058845
73602,0.188739794
73603,0.039617033
73604,0.265990551
73605,0.299304881
73606,0.036770566
73607,0.368376865
73608,0.370690872
73609,0.524142461
73610,0.362037089
73611,0.362334638
73612,0.873003775
73613,0.039346142
73614,0.419544825
73615,0.522556723
73616,0.159112931
73617,0.231802799
73618,0.346592959
73619,0.347941029
73620,0.312854343
73621,0.121249951
73622,0.226032726
73623,0.371513219
73624,0.357950369
73625,0.061762144
73626,0.280349188
73627,0.055556326
73628,0.12067806
73629,0.066176085
73630,0.082645324
73631,0.420927571
73632,0.286563634
73633,0.523180864
73634,0.2963915
73635,0.286563634
73636,0.523180475
73637,0.205774956
73638,0.039816808
73639,0.346779153
73640,0.223813227
73641,0.034422971
73642,0.039651404
73643,0.33031479
73644,0.342470392
73645,0.421027066
73646,0.898664161
73647,0.034521281
73648,0.287228347
73649,0.898578834
73650,0.845542007
73651,0.2565335
73652,0.845355121
73653,0.874749189
73654,0.81202477
73655,0.874756649
73656,0.84574866
73657,0.87478077
73658,0.805538915
73659,0.897526178
73660,0.874774354
73661,0.80882897
73662,0.812154634
73663,0.812421418
73664,0.89877594
73665,0.812432131
73666,0.420932849
73667,0.369672638
73668,0.259917979
73669,0.42160157
73670,0.474416237
73671,0.309854539
73672,0.267636864
73673,0.418070121
73674,0.244158445
73675,0.365666997
73676,0.292767028
73677,0.262145652
73678,0.421567845
73679,0.319092593
73680,0.418822665
73681,0.528424846
73682,0.421957667
73683,0.366033509
73684,0.224381518
73685,0.26986956
73686,0.362372807
73687,0.318716793
73688,0.410647562
73689,0.293727313
73690,0.310371868
73691,0.23447323
73692,0.25187099
73693,0.030267337
73694,0.371128903
73695,0.419481444
73696,0.248810594
73697,0.220528065
73698,0.373798657
73699,0.283452728
73700,0.474088033
73701,0.246961429
73702,0.134827293
73703,0.421390321
73704,0.421687781
73705,0.230974141
73706,0.519209621
73707,0.365952512
73708,0.265012349
73709,0.260269153
73710,0.266846076
73711,0.261214585
73712,0.421887045
73713,0.233440329
73714,0.4204809
73715,0.31565172
73716,0.314227912
73717,0.367476147
73718,0.312323037
73719,0.178950497
73720,0.03051825
73721,0.272278927
73722,0.810434427
73723,0.190135188
73724,0.286563634
73725,0.206427766
73726,0.06077865
73727,0.075799071
73728,0.294211165
73729,0.221309045
73730,0.306044602
73731,0.28355761
73732,0.340389596
73733,0.293777537
73734,0.226922288
73735,0.027061917
73736,0.03641482
73737,0.135968007
73738,0.363762275
73739,0.023143878
73740,0.469411845
73741,0.236035815
73742,0.364668255
73743,0.201966816
73744,0.765307018
73745,0.021584677
73746,0.026492363
73747,0.299626495
73748,0.048287261
73749,0.08246095
73750,0.147580178
73751,0.428985355
73752,0.810491285
73753,0.10952327
73754,0.234300632
73755,0.284592983
73756,0.037763352
73757,0.0836497
73758,0.066285464
73759,0.060809237
73760,0.463673529
73761,0.025183831
73762,0.181332446
73763,0.525392886
73764,0.254810861
73765,0.021950391
73766,0.156642342
73767,0.538806741
73768,0.328715393
73769,0.302111656
73770,0.364964686
73771,0.263135232
73772,0.03110152
73773,0.031845414
73774,0.162110345
73775,0.049324959
73776,0.039382252
73777,0.475231843
73778,0.036840299
73779,0.201792146
73780,0.022569761
73781,0.310294259
73782,0.306381848
73783,0.075086581
73784,0.215701282
73785,0.233633883
73786,0.226639784
73787,0.419838268
73788,0.075503063
73789,0.023786065
73790,0.059861462
73791,0.338509057
73792,0.419699085
73793,0.158565614
73794,0.367359638
73795,0.106942702
73796,0.068204898
73797,0.171105131
73798,0.090302701
73799,0.190652241
73800,0.076292713
73801,0.362689252
73802,0.024262416
73803,0.240589799
73804,0.034125588
73805,0.310962883
73806,0.374488324
73807,0.194532741
73808,0.190526612
73809,0.133942888
73810,0.254181202
73811,0.020927467
73812,0.071019131
73813,0.03534325
73814,0.026958659
73815,0.075470202
73816,0.652944433
73817,0.1226899
73818,0.372365803
73819,0.808229487
73820,0.26746318
73821,0.256368206
73822,0.041235849
73823,0.276207528
73824,0.079560306
73825,0.141610157
73826,0.264370646
73827,0.378513077
73828,0.048911002
73829,0.083881446
73830,0.174309434
73831,0.144199747
73832,0.022192102
73833,0.196620057
73834,0.710858543
73835,0.135992625
73836,0.091392057
73837,0.067380302
73838,0.022009941
73839,0.092795011
73840,0.208362087
73841,0.081809123
73842,0.052820168
73843,0.034679061
73844,0.34847509
73845,0.033208981
73846,0.037130441
73847,0.086612594
73848,0.8452931
73849,0.516836658
73850,0.898572665
73851,0.234557071
73852,0.351368124
73853,0.394718551
73854,0.413535626
73855,0.404393222
73856,0.051837863
73857,0.371037267
73858,0.067840787
73859,0.341877367
73860,0.112337607
73861,0.183393436
73862,0.298118878
73863,0.355974543
73864,0.105648627
73865,0.288078057
73866,0.444467508
73867,0.13989711
73868,0.23936663
73869,0.3009605
73870,0.342624279
73871,0.120964175
73872,0.331588985
73873,0.294427299
73874,0.245435113
73875,0.348268858
73876,0.341243473
73877,0.466629865
73878,0.309785362
73879,0.133377367
73880,0.472686796
73881,0.242317062
73882,0.29576498
73883,0.230173449
73884,0.407895518
73885,0.464095094
73886,0.302377582
73887,0.482800198
73888,0.116100003
73889,0.180569976
73890,0.19999389
73891,0.145706069
73892,0.069521193
73893,0.157445167
73894,0.471290014
73895,0.302661256
73896,0.249777206
73897,0.15638965
73898,0.34569334
73899,0.177291305
73900,0.239292928
73901,0.258042266
73902,0.22872855
73903,0.314610185
73904,0.305080282
73905,0.811296837
73906,0.407680442
73907,0.472823285
73908,0.029750785
73909,0.47110646
73910,0.522839048
73911,0.154431214
73912,0.301337029
73913,0.200325601
73914,0.919277216
73915,0.231707778
73916,0.257121764
73917,0.226565129
73918,0.187538929
73919,0.407408741
73920,0.898208586
73921,0.845451021
73922,0.109558826
73923,0.935034029
73924,0.3159779
73925,0.265607372
73926,0.303651467
73927,0.281558634
73928,0.269035315
73929,0.382224684
73930,0.391983537
73931,0.397401571
73932,0.294771536
73933,0.317215576
73934,0.35264364
73935,0.417360053
73936,0.280071313
73937,0.352882884
73938,0.351395125
73939,0.344594323
73940,0.366695799
73941,0.252745817
73942,0.359890704
73943,0.318128686
73944,0.458976713
73945,0.336855206
73946,0.418269342
73947,0.187438442
73948,0.532680877
73949,0.560108689
73950,0.184820442
73951,0.132524203
73952,0.060979474
73953,0.275737219
73954,0.027464694
73955,0.811031856
73956,0.366427172
73957,0.22784628
73958,0.207703851
73959,0.26710213
73960,0.296767239
73961,0.189745978
73962,0.052159832
73963,0.237291284
73964,0.539396201
73965,0.152243909
73966,0.17403044
73967,0.030665358
73968,0.296361333
73969,0.572678251
73970,0.06218456
73971,0.379875438
73972,0.418565461
73973,0.105023728
73974,0.369471895
73975,0.266601924
73976,0.121370865
73977,0.54803448
73978,0.048538387
73979,0.179353828
73980,0.068903293
73981,0.141707567
73982,0.262903964
73983,0.15800755
73984,0.367969521
73985,0.024120904
73986,0.306736299
73987,0.255539347
73988,0.205979765
73989,0.81242702
73990,0.372259446
73991,0.314980943
73992,0.036913134
73993,0.027353885
73994,0.028732723
73995,0.226104037
73996,0.043795732
73997,0.035216179
73998,0.365497243
73999,0.276434178
74000,0.139462521
74001,0.225810766
74002,0.80913427
74003,0.204690009
74004,0.138803882
74005,0.090545027
74006,0.266376525
74007,0.305598211
74008,0.17264597
74009,0.151217137
74010,0.830868044
74011,0.447362669
74012,0.468545487
74013,0.109107774
74014,0.285833941
74015,0.29227428
74016,0.399172495
74017,0.697119407
74018,0.310763074
74019,0.289574396
74020,0.038919169
74021,0.096495616
74022,0.124574683
74023,0.038464885
74024,0.350511343
74025,0.211953434
74026,0.048287988
74027,0.348455361
74028,0.36369176
74029,0.070656304
74030,0.221122603
74031,0.520893991
74032,0.15586727
74033,0.055951188
74034,0.513062616
74035,0.103471931
74036,0.275138303
74037,0.77347058
74038,0.214123562
74039,0.194681797
74040,0.354530273
74041,0.280117837
74042,0.420568763
74043,0.276916471
74044,0.500072757
74045,0.286127305
74046,0.259236744
74047,0.139942555
74048,0.221430686
74049,0.224570537
74050,0.18973249
74051,0.267499229
74052,0.2963915
74053,0.257734148
74054,0.031461074
74055,0.398964638
74056,0.261682985
74057,0.198101547
74058,0.050342659
74059,0.104699444
74060,0.33031479
74061,0.390755624
74062,0.158397117
74063,0.868682602
74064,0.342714894
74065,0.232688011
74066,0.466343127
74067,0.109816281
74068,0.304298761
74069,0.240686368
74070,0.353033416
74071,0.316639424
74072,0.054861711
74073,0.242981275
74074,0.265081646
74075,0.418470395
74076,0.225470892
74077,0.389693192
74078,0.360263572
74079,0.029119336
74080,0.223457715
74081,0.073481326
74082,0.094988048
74083,0.304588926
74084,0.209806498
74085,0.067695781
74086,0.105083174
74087,0.038705342
74088,0.178135609
74089,0.274538733
74090,0.126929791
74091,0.276948108
74092,0.317412549
74093,0.031452582
74094,0.062257663
74095,0.173524141
74096,0.810438331
74097,0.170785765
74098,0.2056915
74099,0.317648513
74100,0.309958807
74101,0.237058482
74102,0.395975418
74103,0.31771081
74104,0.309855996
74105,0.289529849
74106,0.274361774
74107,0.352369917
74108,0.2963915
74109,0.296005439
74110,0.473903845
74111,0.05606748
74112,0.102248964
74113,0.292638273
74114,0.361371667
74115,0.362996309
74116,0.845778418
74117,0.371735528
74118,0.475675863
74119,0.418662729
74120,0.186291355
74121,0.215611289
74122,0.313087723
74123,0.8106642
74124,0.366637291
74125,0.171951391
74126,0.052605304
74127,0.255901546
74128,0.238650262
74129,0.365052748
74130,0.255581208
74131,0.809671729
74132,0.171371644
74133,0.2963915
74134,0.268041158
74135,0.475427803
74136,0.302990725
74137,0.309804785
74138,0.251879037
74139,0.212093699
74140,0.363820265
74141,0.321110648
74142,0.128957149
74143,0.353930805
74144,0.262938751
74145,0.812376998
74146,0.22601787
74147,0.296174855
74148,0.419713772
74149,0.168155569
74150,0.133229925
74151,0.419517331
74152,0.280252119
74153,0.226468601
74154,0.262272935
74155,0.216207478
74156,0.845344407
74157,0.518952566
74158,0.360131095
74159,0.13839182
74160,0.845611597
74161,0.285171526
74162,0.36453713
74163,0.528388337
74164,0.228120818
74165,0.257856904
74166,0.287148046
74167,0.252956114
74168,0.808859224
74169,0.318258617
74170,0.320071372
74171,0.845500595
74172,0.165294743
74173,0.270071069
74174,0.429370107
74175,0.312210581
74176,0.181850902
74177,0.16581733
74178,0.315469124
74179,0.874558261
74180,0.25686355
74181,0.473321477
74182,0.211453285
74183,0.528149814
74184,0.167184786
74185,0.186787848
74186,0.315638183
74187,0.314536652
74188,0.36649474
74189,0.519266695
74190,0.080879356
74191,0.062018439
74192,0.235292083
74193,0.745850255
74194,0.282403406
74195,0.335645366
74196,0.416029323
74197,0.251224106
74198,0.196274331
74199,0.419355048
74200,0.18180768
74201,0.281902901
74202,0.237661837
74203,0.4004546
74204,0.320200174
74205,0.151275129
74206,0.268256022
74207,0.207329677
74208,0.366430054
74209,0.148083273
74210,0.14341222
74211,0.312127062
74212,0.254854701
74213,0.320859961
74214,0.310405973
74215,0.277422085
74216,0.144411796
74217,0.285394282
74218,0.143253508
74219,0.114654261
74220,0.124326706
74221,0.249602598
74222,0.209257003
74223,0.128031125
74224,0.035099698
74225,0.23148704
74226,0.216559505
74227,0.283452728
74228,0.306992048
74229,0.133663602
74230,0.320709393
74231,0.430497823
74232,0.213825582
74233,0.2963915
74234,0.270157446
74235,0.175369422
74236,0.370628039
74237,0.425815599
74238,0.188012398
74239,0.372760786
74240,0.373095533
74241,0.294149352
74242,0.259093529
74243,0.28383142
74244,0.051575413
74245,0.110018478
74246,0.752601473
74247,0.047103661
74248,0.039932838
74249,0.031211102
74250,0.016034849
74251,0.187114641
74252,0.017000939
74253,0.084780621
74254,0.085516118
74255,0.186092286
74256,0.327421689
74257,0.071403642
74258,0.092149723
74259,0.093457268
74260,0.019976888
74261,0.057610434
74262,0.040092948
74263,0.437394616
74264,0.049873516
74265,0.279671238
74266,0.175746641
74267,0.34781603
74268,0.845699737
74269,0.371797472
74270,0.1706212
74271,0.017224006
74272,0.059851941
74273,0.042628903
74274,0.120929703
74275,0.414978101
74276,0.1654798
74277,0.071309668
74278,0.181519763
74279,0.326538776
74280,0.278596803
74281,0.277915003
74282,0.03607504
74283,0.019015553
74284,0.037012696
74285,0.093089524
74286,0.030640244
74287,0.146042441
74288,0.164922706
74289,0.034323627
74290,0.341699339
74291,0.152055031
74292,0.297089877
74293,0.0869526
74294,0.897675235
74295,0.188166243
74296,0.526898827
74297,0.776268997
74298,0.201324352
74299,0.935249073
74300,0.115242536
74301,0.841580634
74302,0.071814466
74303,0.342192127
74304,0.400261446
74305,0.472544793
74306,0.349906794
74307,0.113413023
74308,0.277023641
74309,0.391038068
74310,0.153531213
74311,0.297654781
74312,0.177825586
74313,0.177193694
74314,0.11716435
74315,0.290283063
74316,0.210265844
74317,0.24575838
74318,0.310257692
74319,0.357632126
74320,0.0218683
74321,0.338594271
74322,0.304973395
74323,0.038027621
74324,0.307071329
74325,0.182819472
74326,0.172313159
74327,0.411298263
74328,0.053654155
74329,0.423580462
74330,0.407157756
74331,0.349257954
74332,0.144445844
74333,0.412531635
74334,0.193948002
74335,0.0319145
74336,0.159179823
74337,0.2652501
74338,0.241653045
74339,0.121883813
74340,0.27549067
74341,0.281062591
74342,0.150385541
74343,0.387560461
74344,0.373128336
74345,0.312192902
74346,0.115718369
74347,0.307711221
74348,0.348900368
74349,0.199251271
74350,0.028204944
74351,0.352961483
74352,0.225604056
74353,0.361640524
74354,0.276406228
74355,0.022627586
74356,0.307876674
74357,0.331521513
74358,0.408081642
74359,0.206716328
74360,0.140914717
74361,0.744090561
74362,0.804377922
74363,0.873859391
74364,0.799563852
74365,0.078448232
74366,0.036120992
74367,0.110633212
74368,0.84279787
74369,0.842779598
74370,0.295048875
74371,0.466339255
74372,0.124830866
74373,0.83578348
74374,0.458871204
74375,0.159812379
74376,0.412062222
74377,0.193155347
74378,0.170410111
74379,0.871170431
74380,0.338477773
74381,0.193208798
74382,0.030772406
74383,0.344584786
74384,0.247595149
74385,0.203395891
74386,0.250508091
74387,0.810137019
74388,0.224599647
74389,0.77780818
74390,0.258116377
74391,0.193243596
74392,0.117357907
74393,0.205680486
74394,0.296414124
74395,0.898205493
74396,0.244828868
74397,0.237291806
74398,0.521255034
74399,0.368988963
74400,0.350025036
74401,0.159950551
74402,0.417500112
74403,0.762469985
74404,0.191042112
74405,0.470674912
74406,0.285382009
74407,0.36209526
74408,0.207172832
74409,0.143825765
74410,0.29165242
74411,0.458510016
74412,0.168559131
74413,0.31906251
74414,0.212882037
74415,0.328161065
74416,0.310988052
74417,0.310477444
74418,0.844407493
74419,0.241247299
74420,0.244533282
74421,0.254680963
74422,0.356477037
74423,0.218012836
74424,0.174112209
74425,0.420544664
74426,0.343704975
74427,0.182758721
74428,0.288309514
74429,0.227557634
74430,0.116855905
74431,0.029827449
74432,0.375429714
74433,0.3641567
74434,0.173345563
74435,0.470373519
74436,0.111165329
74437,0.30843053
74438,0.93569238
74439,0.804203393
74440,0.396833362
74441,0.167891959
74442,0.250816205
74443,0.102135109
74444,0.227591072
74445,0.391289578
74446,0.402875291
74447,0.031747549
74448,0.174773125
74449,0.811528208
74450,0.243465227
74451,0.350442175
74452,0.498548487
74453,0.310008329
74454,0.898596485
74455,0.033950974
74456,0.771140269
74457,0.364270756
74458,0.267503224
74459,0.41371846
74460,0.24736542
74461,0.297479866
74462,0.235264227
74463,0.277080411
74464,0.032791388
74465,0.52485719
74466,0.155194447
74467,0.145487848
74468,0.253400038
74469,0.345257989
74470,0.231784308
74471,0.845668711
74472,0.838945907
74473,0.184398892
74474,0.519610147
74475,0.283300916
74476,0.075527742
74477,0.745809338
74478,0.844255008
74479,0.749420868
74480,0.459028319
74481,0.13694365
74482,0.682325984
74483,0.557057648
74484,0.837831038
74485,0.783517641
74486,0.770639524
74487,0.414878915
74488,0.281022004
74489,0.469080795
74490,0.030234262
74491,0.468051764
74492,0.352757876
74493,0.306084521
74494,0.845062724
74495,0.140350904
74496,0.259471982
74497,0.428736928
74498,0.244983372
74499,0.419219007
74500,0.874545152
74501,0.232183533
74502,0.365755555
74503,0.811843565
74504,0.354114226
74505,0.036096657
74506,0.074387868
74507,0.311841266
74508,0.047684901
74509,0.917754315
74510,0.287107297
74511,0.040722256
74512,0.121958002
74513,0.342800743
74514,0.034652943
74515,0.052122292
74516,0.166956662
74517,0.573474761
74518,0.308680421
74519,0.845758581
74520,0.411845657
74521,0.472566998
74522,0.414227829
74523,0.311169478
74524,0.043915089
74525,0.364179498
74526,0.281189057
74527,0.239361111
74528,0.20425831
74529,0.225519993
74530,0.175944095
74531,0.385366926
74532,0.049983098
74533,0.289852692
74534,0.262003426
74535,0.362661936
74536,0.416023301
74537,0.807677324
74538,0.320723375
74539,0.225658481
74540,0.074999247
74541,0.098398222
74542,0.345781404
74543,0.287490836
74544,0.244878474
74545,0.063308332
74546,0.418761425
74547,0.418736197
74548,0.119115464
74549,0.050352683
74550,0.257779337
74551,0.159572155
74552,0.333256862
74553,0.063189798
74554,0.031619423
74555,0.292695086
74556,0.368912071
74557,0.046612611
74558,0.038819322
74559,0.419085756
74560,0.13318033
74561,0.196592595
74562,0.164994703
74563,0.135858316
74564,0.346834642
74565,0.17472375
74566,0.744185205
74567,0.125997418
74568,0.84175736
74569,0.03745002
74570,0.053544464
74571,0.526925922
74572,0.09790862
74573,0.104635871
74574,0.154897168
74575,0.262039065
74576,0.283581976
74577,0.104164837
74578,0.487050283
74579,0.292850786
74580,0.250737797
74581,0.201740213
74582,0.166987019
74583,0.208261038
74584,0.404266981
74585,0.048432456
74586,0.279428112
74587,0.117740655
74588,0.016109404
74589,0.470523891
74590,0.89308024
74591,0.030479275
